Date,Adj Close,Volume,Symbol
1999-11-18,22.441951751708984,2016500.0,VZ
1999-11-19,22.726865768432617,1780900.0,VZ
1999-11-22,22.294025421142578,2267600.0,VZ
1999-11-23,21.69681167602539,2441800.0,VZ
1999-11-24,21.784473419189453,2378700.0,VZ
1999-11-26,22.047470092773438,1168700.0,VZ
1999-11-29,21.95979881286621,4198600.0,VZ
1999-11-30,22.365253448486328,4334800.0,VZ
1999-12-01,22.59535789489746,4393500.0,VZ
1999-12-02,22.73233985900879,3414700.0,VZ
1999-12-03,23.143272399902344,4208100.0,VZ
1999-12-06,22.573450088500977,3198900.0,VZ
1999-12-07,22.441951751708984,3565800.0,VZ
1999-12-08,22.458396911621094,2088600.0,VZ
1999-12-09,22.573450088500977,2545500.0,VZ
1999-12-10,22.178977966308594,2074900.0,VZ
1999-12-13,22.90218734741211,3323100.0,VZ
1999-12-14,22.726865768432617,3276400.0,VZ
1999-12-15,22.68303680419922,3204600.0,VZ
1999-12-16,22.55154037475586,4029400.0,VZ
1999-12-17,22.77069664001465,6575800.0,VZ
1999-12-20,22.74878692626953,2725000.0,VZ
1999-12-21,22.989866256713867,5252600.0,VZ
1999-12-22,22.617284774780273,5084200.0,VZ
1999-12-23,22.42003059387207,3487600.0,VZ
1999-12-27,21.083173751831055,8822500.0,VZ
1999-12-28,21.80638885498047,4197600.0,VZ
1999-12-29,21.652990341186523,1798400.0,VZ
1999-12-30,21.565326690673828,1575100.0,VZ
1999-12-31,21.58724021911621,993000.0,VZ
2000-01-03,21.017423629760742,4663700.0,VZ
2000-01-04,20.33803367614746,5005800.0,VZ
2000-01-05,21.017423629760742,6368500.0,VZ
2000-01-06,20.910669326782227,4705600.0,VZ
2000-01-07,20.75624656677246,5043800.0,VZ
2000-01-10,20.64596939086914,4487800.0,VZ
2000-01-11,20.452970504760742,3694400.0,VZ
2000-01-12,19.763662338256836,4288100.0,VZ
2000-01-13,19.6092529296875,3783700.0,VZ
2000-01-14,19.87394905090332,3180500.0,VZ
2000-01-18,20.73419952392578,4861700.0,VZ
2000-01-19,20.33716583251953,2962300.0,VZ
2000-01-20,20.40333366394043,2711000.0,VZ
2000-01-21,21.197404861450195,5706500.0,VZ
2000-01-24,21.21946907043457,3908300.0,VZ
2000-01-25,20.64596939086914,4420200.0,VZ
2000-01-26,20.38127899169922,4054100.0,VZ
2000-01-27,20.557737350463867,3124900.0,VZ
2000-01-28,20.33716583251953,3357400.0,VZ
2000-01-31,21.859134674072266,5373000.0,VZ
2000-02-01,21.020946502685547,4674000.0,VZ
2000-02-02,20.93271827697754,2948400.0,VZ
2000-02-03,20.623918533325195,2589900.0,VZ
2000-02-04,20.668018341064453,3401800.0,VZ
2000-02-07,21.087125778198242,3313900.0,VZ
2000-02-08,20.822433471679688,3069200.0,VZ
2000-02-09,20.40333366394043,3224600.0,VZ
2000-02-10,20.13864517211914,2851600.0,VZ
2000-02-11,19.763662338256836,3436700.0,VZ
2000-02-14,19.521024703979492,2905400.0,VZ
2000-02-15,19.14605140686035,3995700.0,VZ
2000-02-16,19.43279457092285,3747200.0,VZ
2000-02-17,18.969589233398438,3358400.0,VZ
2000-02-18,18.3078556060791,4291100.0,VZ
2000-02-22,18.440210342407227,3589500.0,VZ
2000-02-23,17.73436164855957,4013600.0,VZ
2000-02-24,16.940277099609375,6266600.0,VZ
2000-02-25,16.785884857177734,5269300.0,VZ
2000-02-28,17.602018356323242,4322400.0,VZ
2000-02-29,17.271137237548828,5199300.0,VZ
2000-03-01,19.3886775970459,7936600.0,VZ
2000-03-02,19.498966217041016,4752100.0,VZ
2000-03-03,19.521024703979492,4411300.0,VZ
2000-03-06,20.116579055786133,4410300.0,VZ
2000-03-07,19.63132095336914,3890400.0,VZ
2000-03-08,19.940114974975586,3478000.0,VZ
2000-03-09,20.690078735351562,4054300.0,VZ
2000-03-10,20.226884841918945,3984000.0,VZ
2000-03-13,20.182762145996094,3737700.0,VZ
2000-03-14,19.785722732543945,3694200.0,VZ
2000-03-15,19.785722732543945,4239700.0,VZ
2000-03-16,20.425395965576172,5223100.0,VZ
2000-03-17,20.888601303100586,5038500.0,VZ
2000-03-20,20.866546630859375,3379700.0,VZ
2000-03-21,20.7783203125,3240700.0,VZ
2000-03-22,20.425395965576172,4342100.0,VZ
2000-03-23,21.043012619018555,6167200.0,VZ
2000-03-24,20.998891830444336,3602100.0,VZ
2000-03-27,21.395925521850586,3862800.0,VZ
2000-03-28,21.35181427001953,3661300.0,VZ
2000-03-29,21.88119125366211,3688700.0,VZ
2000-03-30,21.616504669189453,4356600.0,VZ
2000-03-31,21.572397232055664,5141000.0,VZ
2000-04-03,22.25617218017578,3683600.0,VZ
2000-04-04,22.498809814453125,7770100.0,VZ
2000-04-05,22.300291061401367,3569000.0,VZ
2000-04-06,23.147153854370117,3068300.0,VZ
2000-04-07,22.94744300842285,4906200.0,VZ
2000-04-10,22.437000274658203,3733900.0,VZ
2000-04-11,22.747705459594727,3090500.0,VZ
2000-04-12,22.858667373657227,4545500.0,VZ
2000-04-13,22.392608642578125,3273200.0,VZ
2000-04-14,21.70464515686035,4372400.0,VZ
2000-04-17,21.5270938873291,3963300.0,VZ
2000-04-18,21.54928207397461,3324700.0,VZ
2000-04-19,21.92656707763672,2446100.0,VZ
2000-04-20,21.393938064575195,2282700.0,VZ
2000-04-24,21.993139266967773,2671800.0,VZ
2000-04-25,22.348237991333008,3411400.0,VZ
2000-04-26,21.837797164916992,3387100.0,VZ
2000-04-27,21.30516242980957,3754200.0,VZ
2000-04-28,21.30516242980957,4946900.0,VZ
2000-05-01,20.59499168395996,6393700.0,VZ
2000-05-02,19.529733657836914,7476600.0,VZ
2000-05-03,19.68508529663086,6879100.0,VZ
2000-05-04,19.108068466186523,4768300.0,VZ
2000-05-05,19.15245246887207,2548300.0,VZ
2000-05-08,19.341100692749023,4120900.0,VZ
2000-05-09,19.163557052612305,4703200.0,VZ
2000-05-10,19.041494369506836,3991600.0,VZ
2000-05-11,19.435413360595703,3808800.0,VZ
2000-05-12,18.819562911987305,6211500.0,VZ
2000-05-15,19.551925659179688,4175500.0,VZ
2000-05-16,19.61850929260254,3051500.0,VZ
2000-05-17,19.263427734375,2806500.0,VZ
2000-05-18,19.130264282226562,2739200.0,VZ
2000-05-19,18.686403274536133,5550700.0,VZ
2000-05-22,18.575443267822266,2541800.0,VZ
2000-05-23,18.042810440063477,3363500.0,VZ
2000-05-24,18.309118270874023,4397700.0,VZ
2000-05-25,17.97623634338379,3079000.0,VZ
2000-05-26,18.353515625,2457500.0,VZ
2000-05-30,18.66421127319336,3039900.0,VZ
2000-05-31,18.77517318725586,2686200.0,VZ
2000-06-01,19.002653121948242,2660000.0,VZ
2000-06-02,19.041494369506836,3482300.0,VZ
2000-06-05,18.819562911987305,2553700.0,VZ
2000-06-06,19.196836471557617,2814200.0,VZ
2000-06-07,19.196836471557617,3932100.0,VZ
2000-06-08,19.396581649780273,4093400.0,VZ
2000-06-09,19.15245246887207,2870500.0,VZ
2000-06-12,19.108068466186523,2569000.0,VZ
2000-06-13,19.68508529663086,3795900.0,VZ
2000-06-14,20.373065948486328,4294700.0,VZ
2000-06-15,20.08456039428711,5563500.0,VZ
2000-06-16,19.551925659179688,5447500.0,VZ
2000-06-19,20.239900588989258,4819300.0,VZ
2000-06-20,20.395254135131836,5193400.0,VZ
2000-06-21,20.173328399658203,4551900.0,VZ
2000-06-22,20.66157341003418,3952900.0,VZ
2000-06-23,20.373065948486328,2096300.0,VZ
2000-06-26,19.707275390625,3385600.0,VZ
2000-06-27,19.041494369506836,5394100.0,VZ
2000-06-28,18.68085479736328,4525400.0,VZ
2000-06-29,18.28693199157715,5729000.0,VZ
2000-06-30,18.042810440063477,12598300.0,VZ
2000-07-03,19.678834915161133,3678300.0,VZ
2000-07-05,19.477581024169922,6478400.0,VZ
2000-07-06,19.270591735839844,4175200.0,VZ
2000-07-07,19.83013153076172,4561200.0,VZ
2000-07-10,19.583940505981445,4281200.0,VZ
2000-07-11,18.82296371459961,5150200.0,VZ
2000-07-12,18.666282653808594,4965500.0,VZ
2000-07-13,18.442462921142578,6625700.0,VZ
2000-07-14,17.72626304626465,9555600.0,VZ
2000-07-17,17.72626304626465,6375900.0,VZ
2000-07-18,17.48006820678711,7755800.0,VZ
2000-07-19,16.83099937438965,8176000.0,VZ
2000-07-20,15.846208572387695,17728600.0,VZ
2000-07-21,17.189096450805664,16942100.0,VZ
2000-07-24,17.457677841186523,8015100.0,VZ
2000-07-25,17.390533447265625,5652400.0,VZ
2000-07-26,16.83099937438965,6466700.0,VZ
2000-07-27,16.83099937438965,6432500.0,VZ
2000-07-28,16.83099937438965,5584200.0,VZ
2000-07-31,16.741474151611328,5132200.0,VZ
2000-08-01,17.166723251342773,5166200.0,VZ
2000-08-02,17.14434242248535,4283700.0,VZ
2000-08-03,17.189096450805664,5081800.0,VZ
2000-08-04,16.808612823486328,8272700.0,VZ
2000-08-07,17.14434242248535,5941800.0,VZ
